x,y,emode_1,emode_2,emode_3,emode_4,emode_5,emode_6,emode_7,emode_8,emode_9
0.006000000052,0.0321685113,4.151715783e-12,1.576794239e-12,1.184051101e-11,2.291811779e-11,3.110991853e-12,4.083004898e-10,-2.055046199e-12,3.606051568e-10,4.055633895e-30
0.006000000052,0.0321233049,-6.124825674e-12,-7.048312849e-12,-2.633756654e-12,7.948591053e-12,8.255528023e-12,4.672673867e-10,-5.116743888e-11,3.090754447e-10,3.590455536e-30
0.006000000052,0.03219677135,0,0,-0,0,0,-0,-0,-0,0
0.006000000052,0.0319077298,0,0,-0,0,0,-0,-0,-0,0
0.006000000052,0.03189928457,2.400486939e-11,-9.341949833e-13,8.975398828e-11,2.065097147e-10,-2.165359025e-11,4.665420759e-09,-4.057295306e-10,4.033100689e-09,4.596545927e-29
0.006000000052,0.0319911018,2.466861777e-11,1.772077229e-13,9.001291609e-11,2.057210216e-10,-2.196170183e-11,4.592678896e-09,-4.166954368e-10,3.971380864e-09,4.528720482e-29
0.006000000052,0.03198276833,2.225331565e-11,-5.83906755e-13,8.046109023e-11,1.770095164e-10,7.511662441e-13,3.944473979e-09,-2.585531402e-10,3.384045418e-09,3.845607963e-29
0.006000000052,0.03206057474,2.239188195e-11,5.310718327e-14,8.003939506e-11,1.757207557e-10,3.747452682e-13,3.882333279e-09,-2.671023389e-10,3.331884752e-09,3.788157274e-29
0.006000000052,0.03205233812,1.607585444e-11,-3.159217977e-12,6.375863332e-11,1.407888651e-10,1.322140262e-11,3.201107017e-09,-1.557752572e-10,2.730302715e-09,3.095446983e-29
0.006000000052,0.03211846948,1.538163667e-11,-3.240541399e-12,6.220663421e-11,1.385256092e-10,1.293072867e-11,3.150311992e-09,-1.681787524e-10,2.667230585e-09,3.027130487e-29
0.006000000052,0.03211031109,9.126356725e-12,-5.807861546e-12,4.533660892e-11,1.040716946e-10,1.823906476e-11,2.467481925e-09,-8.827625268e-11,2.066116792e-09,2.339570649e-29
